FB04; F; 0066 0066 006C
FB05; F; 0073 0074
FB06; F; 0073 0074
FB13; F; 0574 0576
FB14; F; 0574 0565
FB15; F; 0574 056B
FB16; F; 057E 0576
FB17; F; 0574 056D
FF21; C; FF41
FF22; C; FF42
FF23; C; FF43
FF24; C; FF44
FF25; C; FF45
FF26; C; FF46
FF27; C; FF47
FF28; C; FF48
FF29; C; FF49
FF2A; C; FF4A
FF2B; C; FF4B
FF2C; C; FF4C
FF2D; C; FF4D
FF2E; C; FF4E
FF2F; C; FF4F
FF30; C; FF50
FF31; C; FF51
FF32; C; FF52
FF33; C; FF53
FF34; C; FF54
FF35; C; FF55
FF36; C; FF56
FF37; C; FF57
FF38; C; FF58
FF39; C; FF59
FF3A; C; FF5A
10400; C; 10428
10401; C; 10429
10402; C; 1042A
10403; C; 1042B
10404; C; 1042C
10405; C; 1042D
10406; C; 1042E
10407; C; 1042F
10408; C; 10430
10409; C; 10431
1040A; C; 10432
1040B; C; 10433
1040C; C; 10434
1040D; C; 10435
1040E; C; 10436
1040F; C; 10437
10410; C; 10438
10411; C; 10439
10412; C; 1043A
10413; C; 1043B
10414; C; 1043C
10415; C; 1043D
10416; C; 1043E
10417; C; 1043F
10418; C; 10440
10419; C; 10441
1041A; C; 10442
1041B; C; 10443
1041C; C; 10444
1041D; C; 10445
1041E; C; 10446
1041F; C; 10447
10420; C; 10448
10421; C; 10449
10422; C; 1044A
10423; C; 1044B
10424; C; 1044C
10425; C; 1044D
10426; C; 1044E
10427; C; 1044F
104B0; C; 104D8
104B1; C; 104D9
104B2; C; 104DA
104B3; C; 104DB
104B4; C; 104DC
104B5; C; 104DD
104B6; C; 104DE
104B7; C; 104DF
104B8; C; 104E0
104B9; C; 104E1
104BA; C; 104E2
104BB; C; 104E3
104BC; C; 104E4
104BD; C; 104E5
104BE; C; 104E6
104BF; C; 104E7
104C0; C; 104E8
104C1; C; 104E9
104C2; C; 104EA
104C3; C; 104EB
104C4; C; 104EC
104C5; C; 104ED
104C6; C; 104EE
104C7; C; 104EF
104C8; C; 104F0
104C9; C; 104F1
104CA; C; 104F2
104CB; C; 104F3
104CC; C; 104F4
104CD; C; 104F5
104CE; C; 104F6
104CF; C; 104F7
104D0; C; 104F8
104D1; C; 104F9
104D2; C; 104FA
104D3; C; 104FB
10570; C; 10597
10571; C; 10598
10572; C; 10599
10573; C; 1059A
10574; C; 1059B
10575; C; 1059C
10576; C; 1059D
10577; C; 1059E
10578; C; 1059F
10579; C; 105A0
1057A; C; 105A1
1057C; C; 105A3
1057D; C; 105A4
1057E; C; 105A5
1057F; C; 105A6
10580; C; 105A7
10581; C; 105A8
10582; C; 105A9
10583; C; 105AA
10584; C; 105AB
10585; C; 105AC
10586; C; 105AD
10587; C; 105AE
10588; C; 105AF
10589; C; 105B0
1058A; C; 105B1
1058C; C; 105B3
1058D; C; 105B4
1058E; C; 105B5
1058F; C; 105B6
10590; C; 105B7
10591; C; 105B8
10592; C; 105B9
10594; C; 105BB
10595; C; 105BC
10C80; C; 10CC0
10C81; C; 10CC1
10C82; C; 10CC2
10C83; C; 10CC3
10C84; C; 10CC4
10C85; C; 10CC5
10C86; C; 10CC6
10C87; C; 10CC7
10C88; C; 10CC8
10C89; C; 10CC9
10C8A; C; 10CCA
10C8B; C; 10CCB
10C8C; C; 10CCC
10C8D; C; 10CCD
10C8E; C; 10CCE
10C8F; C; 10CCF
10C90; C; 10CD0
10C91; C; 10CD1
10C92; C; 10CD2
10C93; C; 10CD3
10C94; C; 10CD4
10C95; C; 10CD5
10C96; C; 10CD6
10C97; C; 10CD7
10C98; C; 10CD8
10C99; C; 10CD9
10C9A; C; 10CDA
10C9B; C; 10CDB
10C9C; C; 10CDC
10C9D; C; 10CDD
10C9E; C; 10CDE
10C9F; C; 10CDF
10CA0; C; 10CE0
10CA1; C; 10CE1
10CA2; C; 10CE2
10CA3; C; 10CE3
10CA4; C; 10CE4
10CA5; C; 10CE5
10CA6; C; 10CE6
10CA7; C; 10CE7
10CA8; C; 10CE8
10CA9; C; 10CE9
10CAA; C; 10CEA
10CAB; C; 10CEB
10CAC; C; 10CEC
10CAD; C; 10CED
10CAE; C; 10CEE
10CAF; C; 10CEF
10CB0; C; 10CF0
10CB1; C; 10CF1
10CB2; C; 10CF2
118A0; C; 118C0
118A1; C; 118C1
118A2; C; 118C2
118A3; C; 118C3
118A4; C; 118C4
118A5; C; 118C5
118A6; C; 118C6
118A7; C; 118C7
118A8; C; 118C8
118A9; C; 118C9
118AA; C; 118CA
118AB; C; 118CB
118AC; C; 118CC
118AD; C; 118CD
118AE; C; 118CE
118AF; C; 118CF
118B0; C; 118D0
118B1; C; 118D1
118B2; C; 118D2
118B3; C; 118D3
118B4; C; 118D4
118B5; C; 118D5
118B6; C; 118D6
118B7; C; 118D7
118B8; C; 118D8
118B9; C; 118D9
118BA; C; 118DA
118BB; C; 118DB
118BC; C; 118DC
118BD; C; 118DD
118BE; C; 118DE
118BF; C; 118DF
16E40; C; 16E60
16E41; C; 16E61
16E42; C; 16E62
16E43; C; 16E63
16E44; C; 16E64
16E45; C; 16E65
16E46; C; 16E66
16E47; C; 16E67
16E48; C; 16E68
16E49; C; 16E69
16E4A; C; 16E6A
16E4B; C; 16E6B
16E4C; C; 16E6C
16E4D; C; 16E6D
16E4E; C; 16E6E
16E4F; C; 16E6F
16E50; C; 16E70
16E51; C; 16E71
16E52; C; 16E72
16E53; C; 16E73
16E54; C; 16E74
16E55; C; 16E75
16E56; C; 16E76
16E57; C; 16E77
16E58; C; 16E78
16E59; C; 16E79
16E5A; C; 16E7A
16E5B; C; 16E7B
16E5C; C; 16E7C
16E5D; C; 16E7D
16E5E; C; 16E7E
16E5F; C; 16E7F
1E900; C; 1E922
1E901; C; 1E923
1E902; C; 1E924
1E903; C; 1E925
1E904; C; 1E926
1E905; C; 1E927
1E906; C; 1E928
1E907; C; 1E929
1E908; C; 1E92A
1E909; C; 1E92B
1E90A; C; 1E92C
1E90B; C; 1E92D
1E90C; C; 1E92E
1E90D; C; 1E92F
1E90E; C; 1E930
1E90F; C; 1E931
1E910; C; 1E932
1E911; C; 1E933
1E912; C; 1E934
1E913; C; 1E935
1E914; C; 1E936
1E915; C; 1E937
1E916; C; 1E938
1E917; C; 1E939
1E918; C; 1E93A
1E919; C; 1E93B
1E91A; C; 1E93C
1E91B; C; 1E93D
1E91C; C; 1E93E
1E91D; C; 1E93F
1E91E; C; 1E940
1E91F; C; 1E941
1E920; C; 1E942
1E921; C; 1E943
